[09/Sep/2026 16:25:58] "GET /api/healthz HTTP/1.1" 200 16
[09/Sep/2026 16:53:09] "GET /api/sessions?status=active HTTP/1.1" 200 924
[09/Sep/2026 16:53:09] "GET /api/resources HTTP/1.1" 200 1678
[09/Sep/2026 16:53:09] "GET /api/sessions HTTP/1.1" 200 924
[09/Sep/2026 16:53:09] "GET /api/sessions?status=active HTTP/1.1" 200 924
[09/Sep/2026 16:53:14] "GET /api/products HTTP/1.1" 200 725
[09/Sep/2026 16:53:14] "GET /api/sessions HTTP/1.1" 200 924
[09/Sep/2026 16:53:14] "GET /api/sessions?status=active HTTP/1.1" 200 924
[09/Sep/2026 16:53:14] "GET /api/resources HTTP/1.1" 200 1678
[09/Sep/2026 16:53:14] "GET /api/sessions?status=active HTTP/1.1" 200 924
[09/Sep/2026 16:53:19] "GET /api/products HTTP/1.1" 200 725
[09/Sep/2026 16:53:19] "GET /api/sessions HTTP/1.1" 200 925
[09/Sep/2026 16:53:19] "GET /api/sessions?status=active HTTP/1.1" 200 925
[09/Sep/2026 16:53:19] "GET /api/resources HTTP/1.1" 200 1679
[09/Sep/2026 16:53:19] "GET /api/sessions?status=active HTTP/1.1" 200 925
[09/Sep/2026 16:53:20] "PATCH /api/sessions/10/cafeteria-items HTTP/1.1" 200 755
[09/Sep/2026 16:53:20] "GET /api/sessions HTTP/1.1" 200 1204
[09/Sep/2026 16:53:20] "GET /api/sessions?status=active HTTP/1.1" 200 1204
[09/Sep/2026 16:53:20] "PATCH /api/sessions/10/cafeteria-items HTTP/1.1" 200 754
[09/Sep/2026 16:53:20] "GET /api/sessions?status=active HTTP/1.1" 200 1203
[09/Sep/2026 16:53:20] "GET /api/sessions HTTP/1.1" 200 1203
[09/Sep/2026 16:53:21] "PATCH /api/sessions/10/cafeteria-items HTTP/1.1" 200 860
[09/Sep/2026 16:53:21] "GET /api/sessions HTTP/1.1" 200 1309
[09/Sep/2026 16:53:21] "GET /api/sessions?status=active HTTP/1.1" 200 1309
[09/Sep/2026 16:53:23] "PATCH /api/sessions/10/cafeteria-items HTTP/1.1" 200 966
[09/Sep/2026 16:53:23] "GET /api/sessions HTTP/1.1" 200 1415
[09/Sep/2026 16:53:23] "GET /api/sessions?status=active HTTP/1.1" 200 1415
[09/Sep/2026 16:53:24] "GET /api/products HTTP/1.1" 200 725
[09/Sep/2026 16:53:24] "GET /api/sessions HTTP/1.1" 200 1415
[09/Sep/2026 16:53:24] "GET /api/sessions?status=active HTTP/1.1" 200 1415
[09/Sep/2026 16:53:24] "GET /api/resources HTTP/1.1" 200 1679
[09/Sep/2026 16:53:24] "GET /api/sessions?status=active HTTP/1.1" 200 1415
[09/Sep/2026 16:53:27] "PATCH /api/sessions/10 HTTP/1.1" 200 1000
[09/Sep/2026 16:53:27] "GET /api/sessions?status=active HTTP/1.1" 200 447
[09/Sep/2026 16:53:27] "GET /api/resources HTTP/1.1" 200 1624
[09/Sep/2026 16:53:27] "GET /api/sessions HTTP/1.1" 200 447
[09/Sep/2026 16:53:29] "GET /api/products HTTP/1.1" 200 725
[09/Sep/2026 16:53:29] "GET /api/sessions HTTP/1.1" 200 447
[09/Sep/2026 16:53:29] "GET /api/sessions?status=active HTTP/1.1" 200 447
[09/Sep/2026 16:53:29] "GET /api/resources HTTP/1.1" 200 1624
[09/Sep/2026 16:53:29] "GET /api/sessions?status=active HTTP/1.1" 200 447
[09/Sep/2026 16:53:29] "GET /api/reports/profit?from=2026-09-09&to=2026-09-09 HTTP/1.1" 200 261
[09/Sep/2026 16:53:31] "GET /api/orders HTTP/1.1" 200 3036
[09/Sep/2026 16:53:31] "GET /api/sessions?status=completed HTTP/1.1" 200 7028
[09/Sep/2026 16:53:34] "GET /api/orders HTTP/1.1" 200 3036
[09/Sep/2026 16:53:34] "GET /api/sessions?status=completed HTTP/1.1" 200 7028
[09/Sep/2026 16:53:34] "GET /api/sessions?status=active HTTP/1.1" 200 447
[09/Sep/2026 16:53:39] "GET /api/sessions?status=completed HTTP/1.1" 200 7028
[09/Sep/2026 16:53:39] "GET /api/orders HTTP/1.1" 200 3036
[09/Sep/2026 16:53:39] "GET /api/sessions?status=active HTTP/1.1" 200 447
[09/Sep/2026 16:53:44] "GET /api/orders HTTP/1.1" 200 3036
[09/Sep/2026 16:53:44] "GET /api/sessions?status=completed HTTP/1.1" 200 7028
[09/Sep/2026 16:53:44] "GET /api/sessions?status=active HTTP/1.1" 200 447
[09/Sep/2026 16:53:49] "GET /api/sessions?status=completed HTTP/1.1" 200 7028
[09/Sep/2026 16:53:49] "GET /api/orders HTTP/1.1" 200 3036
[09/Sep/2026 16:53:49] "GET /api/sessions?status=active HTTP/1.1" 200 447
[09/Sep/2026 16:53:54] "GET /api/sessions?status=completed HTTP/1.1" 200 7028
[09/Sep/2026 16:53:54] "GET /api/orders HTTP/1.1" 200 3036
[09/Sep/2026 16:53:54] "GET /api/sessions?status=active HTTP/1.1" 200 447
[09/Sep/2026 16:53:59] "GET /api/sessions?status=completed HTTP/1.1" 200 7028
[09/Sep/2026 16:53:59] "GET /api/orders HTTP/1.1" 200 3036
[09/Sep/2026 16:53:59] "GET /api/sessions?status=active HTTP/1.1" 200 447
[09/Sep/2026 16:54:13] "GET /api/sessions?status=completed HTTP/1.1" 200 7028
[09/Sep/2026 16:54:13] "GET /api/orders HTTP/1.1" 200 3036
[09/Sep/2026 16:54:14] "GET /api/orders HTTP/1.1" 200 3036
[09/Sep/2026 16:54:14] "GET /api/sessions?status=completed HTTP/1.1" 200 7028
[09/Sep/2026 16:54:14] "GET /api/sessions?status=active HTTP/1.1" 200 447
[09/Sep/2026 16:54:16] "GET /api/resources HTTP/1.1" 200 1624
[09/Sep/2026 16:54:16] "GET /api/products HTTP/1.1" 200 725
[09/Sep/2026 16:54:19] "GET /api/products HTTP/1.1" 200 725
[09/Sep/2026 16:54:19] "GET /api/resources HTTP/1.1" 200 1624
[09/Sep/2026 16:54:19] "GET /api/sessions?status=active HTTP/1.1" 200 445
Conflict: /api/products/7
[09/Sep/2026 16:54:22] "GET /api/products HTTP/1.1" 200 725
[09/Sep/2026 16:54:22] "DELETE /api/products/7 HTTP/1.1" 409 67
[09/Sep/2026 16:54:22] "GET /api/resources HTTP/1.1" 200 1624
[09/Sep/2026 16:54:23] "GET /api/products HTTP/1.1" 200 725
[09/Sep/2026 16:54:23] "GET /api/resources HTTP/1.1" 200 1624
[09/Sep/2026 16:54:24] "GET /api/products HTTP/1.1" 200 725
[09/Sep/2026 16:54:24] "GET /api/resources HTTP/1.1" 200 1624
[09/Sep/2026 16:54:24] "GET /api/sessions?status=active HTTP/1.1" 200 445
Conflict: /api/products/6
[09/Sep/2026 16:54:26] "DELETE /api/products/6 HTTP/1.1" 409 67
[09/Sep/2026 16:54:26] "GET /api/resources HTTP/1.1" 200 1624
[09/Sep/2026 16:54:26] "GET /api/products HTTP/1.1" 200 725
[09/Sep/2026 16:54:27] "GET /api/products HTTP/1.1" 200 725
[09/Sep/2026 16:54:27] "GET /api/resources HTTP/1.1" 200 1624
[09/Sep/2026 16:54:29] "GET /api/resources HTTP/1.1" 200 1624
[09/Sep/2026 16:54:29] "GET /api/products HTTP/1.1" 200 725
[09/Sep/2026 16:54:29] "GET /api/sessions?status=active HTTP/1.1" 200 445
[09/Sep/2026 16:55:03] "GET /api/products HTTP/1.1" 200 725
[09/Sep/2026 16:55:03] "GET /api/resources HTTP/1.1" 200 1624
[09/Sep/2026 16:55:04] "GET /api/resources HTTP/1.1" 200 1624
[09/Sep/2026 16:55:04] "GET /api/products HTTP/1.1" 200 725
[09/Sep/2026 16:55:04] "GET /api/sessions?status=active HTTP/1.1" 200 447
[09/Sep/2026 16:55:18] "GET /api/resources HTTP/1.1" 200 1624
[09/Sep/2026 16:55:18] "GET /api/products HTTP/1.1" 200 725
[09/Sep/2026 16:55:19] "GET /api/resources HTTP/1.1" 200 1624
[09/Sep/2026 16:55:19] "GET /api/products HTTP/1.1" 200 725
[09/Sep/2026 16:55:19] "GET /api/sessions?status=active HTTP/1.1" 200 447
[09/Sep/2026 16:55:41] "GET /api/products HTTP/1.1" 200 725
[09/Sep/2026 16:55:41] "GET /api/resources HTTP/1.1" 200 1624
Conflict: /api/products/7
[09/Sep/2026 16:55:45] "GET /api/products HTTP/1.1" 200 725
[09/Sep/2026 16:55:45] "GET /api/resources HTTP/1.1" 200 1624
[09/Sep/2026 16:55:45] "GET /api/sessions?status=active HTTP/1.1" 200 447
[09/Sep/2026 16:55:46] "DELETE /api/products/7 HTTP/1.1" 409 67
[09/Sep/2026 16:55:50] "GET /api/resources HTTP/1.1" 200 1624
[09/Sep/2026 16:55:50] "GET /api/products HTTP/1.1" 200 725
[09/Sep/2026 16:56:16] "GET /api/resources HTTP/1.1" 200 1624
[09/Sep/2026 16:56:16] "GET /api/products HTTP/1.1" 200 725
[09/Sep/2026 16:56:32] "GET /api/products HTTP/1.1" 200 725
[09/Sep/2026 16:56:32] "GET /api/resources HTTP/1.1" 200 1624
[09/Sep/2026 16:56:32] "GET /api/sessions?status=active HTTP/1.1" 200 447
[09/Sep/2026 16:56:32] "GET /api/products HTTP/1.1" 200 725
[09/Sep/2026 16:56:42] "GET /api/sessions?status=active HTTP/1.1" 200 447
[09/Sep/2026 16:56:46] "GET /api/products HTTP/1.1" 200 725
[09/Sep/2026 16:56:46] "GET /api/sessions?status=active HTTP/1.1" 200 447
[09/Sep/2026 16:56:46] "GET /api/resources HTTP/1.1" 200 1624
[09/Sep/2026 16:56:50] "GET /api/resources HTTP/1.1" 200 1624
[09/Sep/2026 16:56:50] "GET /api/products HTTP/1.1" 200 725
[09/Sep/2026 16:56:50] "GET /api/sessions?status=active HTTP/1.1" 200 447
[09/Sep/2026 16:56:55] "GET /api/sessions?status=active HTTP/1.1" 200 447
[09/Sep/2026 16:56:59] "PATCH /api/resources/7 HTTP/1.1" 200 201
[09/Sep/2026 16:56:59] "GET /api/products HTTP/1.1" 200 725
[09/Sep/2026 16:56:59] "GET /api/sessions?status=active HTTP/1.1" 200 447
[09/Sep/2026 16:56:59] "GET /api/products HTTP/1.1" 200 725
[09/Sep/2026 16:56:59] "GET /api/resources HTTP/1.1" 200 1624
[09/Sep/2026 16:57:04] "GET /api/products HTTP/1.1" 200 725
[09/Sep/2026 16:57:04] "GET /api/sessions?status=active HTTP/1.1" 200 447
Conflict: /api/products/7
[09/Sep/2026 16:57:08] "DELETE /api/products/7 HTTP/1.1" 409 67
[09/Sep/2026 16:57:46] "GET /api/products HTTP/1.1" 200 725
[09/Sep/2026 16:57:46,678] - Broken pipe from ('127.0.0.1', 61015)
